name,country,designation,iucn_cat,WDPAID
Northern Scarp East,GHA,Forest Reserve,Not Reported,40785
Northern Scarp West,GHA,Forest Reserve,Not Reported,40786
Noussebou,BFA,Classified Forest,Not Reported,28525
Nsemere,GHA,Forest Reserve,Not Reported,40872
Nsuensa,GHA,Forest Reserve,Not Reported,40807
Nsukwai,NGA,Forest Reserve,Not Reported,36960
Nuale,GHA,Forest Reserve,Not Reported,26526
Nuatja Sud,TGO,Forest Reserve,Not Reported,300877
Nugboji,NGA,Forest Reserve,Not Reported,36762
Numan,NGA,Forest Reserve,Not Reported,36697
Numia,GHA,Forest Reserve,Not Reported,40683
Nun River,NGA,Forest Reserve,Not Reported,37029
Nungu,NGA,Forest Reserve,Not Reported,36660
Nunku,NGA,Forest Reserve,Not Reported,36678
NW Escarpment,NGA,Forest Reserve,Not Reported,36671
Nyamgboue,CIV,Classified Forest,Not Reported,29560
Nyamibe Bepo,GHA,Forest Reserve,Not Reported,40684
Nyellepuo,CIV,Classified Forest,Not Reported,300790
Nzida,CIV,Classified Forest,Not Reported,300961
Oasis du Kawar,NER,"Ramsar Site, Wetland of International Importance",Not Applicable,902741
Oba Hills,NGA,Forest Reserve,Not Reported,36808
Oban Group,NGA,Forest Reserve,Not Reported,37013
Obaretin,NGA,Forest Reserve,Not Reported,36986
Obeaku,NGA,Forest Reserve,Not Reported,37033
Obi,NGA,Forest Reserve,Not Reported,36744
Obieze-Isu,NGA,Forest Reserve,Not Reported,37015
Obot-Ndom,NGA,Forest Reserve,Not Reported,37020
Obotumfo Hills,GHA,Forest Reserve,Not Reported,26453
Oboyow,GHA,Forest Reserve,Not Reported,40808
Obrachere 1,GHA,Forest Reserve,Not Reported,303958
Obrachere,GHA,Forest Reserve,Not Reported,303957
Occra Hills,SLE,Forest Reserve,Not Reported,29999
Ochi Headwaters Blk I,GHA,Forest Reserve,Not Reported,40735
Oda River,GHA,Forest Reserve,Not Reported,40685
Odinne,CIV,Classified Forest,Not Reported,300775
Odo Ogun,NGA,Forest Reserve,Not Reported,36804
Odoba,NGA,Forest Reserve,Not Reported,36878
Odomi River,GHA,Forest Reserve,Not Reported,26514
Odu,NGA,Forest Reserve,Not Reported,36758
Odugebe,NGA,Forest Reserve,Not Reported,37038
Odun,NGA,Forest Reserve,Not Reported,36786
Offumpo,CIV,Classified Forest,Not Reported,300921
Ofin Shelterbelt Headwaters,GHA,Forest Reserve,Not Reported,40778
Ogbe,NGA,Forest Reserve,Not Reported,36791
Ogbesse,NGA,Forest Reserve,Not Reported,36827
Ogiopa,NGA,Forest Reserve,Not Reported,36950
Oglewu,NGA,Forest Reserve,Not Reported,36880
Ogotun North,NGA,Forest Reserve,Not Reported,36829
Ogotun South,NGA,Forest Reserve,Not Reported,36831
Ogotun West,NGA,Forest Reserve,Not Reported,36830
Ogu Itu,NGA,Forest Reserve,Not Reported,37019
Ogun River,NGA,Forest Reserve,Not Reported,36991
Oguta Lake,NGA,"Ramsar Site, Wetland of International Importance",Not Applicable,903110
Ogwa,NGA,Forest Reserve,Not Reported,36939
Ogwashi-Uku,NGA,Forest Reserve,Not Reported,36961
Ohaji,NGA,Forest Reserve,Not Reported,36999
Ohaodo-Mbanasa,NGA,Forest Reserve,Not Reported,36946
Ohosu,NGA,Game Reserve,Not Reported,7838
Ohosu,NGA,Forest Reserve,Not Reported,36978
Ohumbe,NGA,Forest Reserve,Not Reported,37036
Oinye,NGA,Forest Reserve,Not Reported,36767
Oiseaux de Djoudj,SEN,National Park,II,867
Oji River,NGA,Forest Reserve,Not Reported,36966
Ojofu,NGA,Forest Reserve,Not Reported,36868
Ojogba-Ugun,NGA,Forest Reserve,Not Reported,36936
Okeluse,NGA,Forest Reserve,Not Reported,36983
Okene catchment area,NGA,Forest Reserve,Not Reported,36850
Okene waterworks,NGA,Forest Reserve,Not Reported,36849
Okhuessan,NGA,Forest Reserve,Not Reported,36942
Okomu,NGA,Wildlife Sanctuary,Not Reported,7465
Okomu,NGA,Forest Reserve,II,36979
Okpara,NGA,Forest Reserve,Not Reported,300796
Okpobi,NGA,Forest Reserve,Not Reported,36879
Okura Iyale,NGA,Forest Reserve,Not Reported,36856
Okura River,NGA,Forest Reserve,Not Reported,36863
Okuta,NGA,Forest Reserve,Not Reported,36578
Olague,NGA,Forest Reserve,Not Reported,36994
Old Ogbomosho Water Works,NGA,Forest Reserve,Not Reported,36798
Old Ogbomosho,NGA,Forest Reserve,Not Reported,36796
Old Oyo,NGA,National Park,II,26625
Oldou Debokol,SEN,Not Reported,Not Reported,352625
Olla Hill,NGA,Forest Reserve,Not Reported,36797
Olle,NGA,Forest Reserve,Not Reported,36766
Ologbo,NGA,Forest Reserve,Not Reported,36987
Ologholo-Emu-Urho,NGA,Forest Reserve,Not Reported,36943
Olokemeji,NGA,Forest Reserve,Not Reported,36811
Olomu,NGA,Forest Reserve,Not Reported,36787
Oloyan,NGA,Forest Reserve,Not Reported,36799
Oluwa,NGA,Forest Reserve,Not Reported,36971
Omo,NGA,Forest Reserve,Not Reported,36820
"Ongwam Blk I, II and III",GHA,Forest Reserve,Not Reported,40867
Ongwam,GHA,Forest Reserve,Not Reported,40779
Oni,NGA,Forest Reserve,Not Reported,36833
Onishere,NGA,Forest Reserve,Not Reported,36976
Onuem Bepo,GHA,Forest Reserve,Not Reported,40687
Onuem Nyamibe Shelterbelt,GHA,Forest Reserve,Not Reported,40686
Onyimsu,GHA,Forest Reserve,Not Reported,40868
Opandha,NGA,Forest Reserve,Not Reported,36855
Opara,NGA,Game Reserve,Not Reported,5177
Opimbo,GHA,Forest Reserve,Not Reported,40737
Opon mansi,GHA,Forest Reserve,Not Reported,40857
Opro River,GHA,Forest Reserve,Not Reported,40780
Ora-Iuleha-Ozalla,NGA,Forest Reserve,Not Reported,36981
Orle River,NGA,Game Reserve,IV,7843
Orle River,NGA,Forest Reserve,Not Reported,36867
Oroma Anam,NGA,Forest Reserve,Not Reported,36952
Orumbo Boka,CIV,Classified Forest,Not Reported,300903
Osara,NGA,Forest Reserve,Not Reported,36846
Osho,NGA,Forest Reserve,Not Reported,36812
Oshogbo,NGA,Forest Reserve,Not Reported,36822
Oshun,NGA,Forest Reserve,Not Reported,36993
Osi,NGA,Forest Reserve,Not Reported,36785
Osomari,NGA,Forest Reserve,Not Reported,36998
Otamiri River,NGA,Forest Reserve,Not Reported,37003
Otamiri,NGA,Forest Reserve,Not Reported,37004
Otete,NGA,Forest Reserve,Not Reported,36848
Otu,NGA,Forest Reserve,Not Reported,36975
Otuma,NGA,Forest Reserve,Not Reported,36810
Oturkpo,NGA,Forest Reserve,Not Reported,36881
Ouadi-Rime-Ouadi Achim,TCD,Faunal Reserve,IV,1250
Ouari Maro,BEN,Classified Forest,Not Reported,6955
Ouarigue,CIV,Classified Forest,Not Reported,300747
Ouatchidome,TGO,Forest Reserve,Not Reported,37169
Oueme Boukou,BEN,Classified Forest,Not Reported,5162
Oueme Superieur,BEN,Classified Forest,Not Reported,6954
Ouilingore,BFA,Classified Forest,Not Reported,28540
Ouladin,GIN,Classified Forest,Not Reported,29456
Oume Doka,CIV,Classified Forest,Not Reported,300902
Ouoro,BFA,Classified Forest,Not Reported,313438
Outamba,SLE,National Park,II,7417
Owabi,GHA,"Ramsar Site, Wetland of International Importance",Not Applicable,67965
Owabi,GHA,Wildlife Sanctuary,IV,5154
Owan,NGA,Forest Reserve,Not Reported,36982
Owo,NGA,Forest Reserve,Not Reported,36840
Oyinno,NGA,Forest Reserve,Not Reported,36837
Pa,BFA,Classified Forest,Not Reported,28527
Pai River,NGA,Game Reserve,Not Reported,7856
Pai River,NGA,Forest Reserve,Not Reported,36689
Pama,BFA,Partial Faunal Reserve,IV,3228
Pamu Berekum,GHA,Forest Reserve,Not Reported,40759
Pandam and Wase Lakes,NGA,"Ramsar Site, Wetland of International Importance",Not Applicable,903111
Panshanu,NGA,Forest Reserve,Not Reported,36514
Paradji,GIN,Classified Forest,Not Reported,29358
Parc national d'Azagny,CIV,"Ramsar Site, Wetland of International Importance",Not Applicable,145528
Parc national de la Keran,TGO,"Ramsar Site, Wetland of International Importance",Not Applicable,95397
Pategi,NGA,Forest Reserve,Not Reported,36782
Pelundo,GNB,Faunal Reserve,Not Reported,342657
Pendjari,BEN,Hunting Zone,VI,2253
Penessoulou,BEN,Classified Forest,Not Reported,33010
Peni,BFA,Classified Forest,Not Reported,28578
Pic de Fon,GIN,Classified Forest,Not Reported,29465
Pic de Tibe,GIN,Classified Forest,Not Reported,29466
Pic Nahouri,BFA,Classified Forest,Not Reported,28535
Pinselli,GIN,Classified Forest,Not Reported,29378
Plaine des Elephants,CIV,Classified Forest,Not Reported,300882
Pogi,GHA,Forest Reserve,Not Reported,26543
Polli,GHA,Forest Reserve,Not Reported,26527
Pompo Headwaters,GHA,Forest Reserve,Not Reported,40688
Port Gautier,CIV,Classified Forest,Not Reported,300965
Pouniokele,CIV,Classified Forest,Not Reported,300731
Pra Anum,GHA,Forest Reserve,Not Reported,40809
Pra Birim,GHA,Forest Reserve,Not Reported,40810
Pra Suhyien Blk II,GHA,Forest Reserve,Not Reported,40739
Prakaw,GHA,Forest Reserve,Not Reported,40869
Previously called Mafou Classified Forest,GIN,National Park,Not Reported,29421
Prison Fuel,NGA,Forest Reserve,Not Reported,36626
Pru Shelterbelt,GHA,Forest Reserve,Not Reported,40880
Pudu Hills,GHA,Forest Reserve,Not Reported,26528
Puissa,NGA,Forest Reserve,Not Reported,36572
Rabadi,NGA,Forest Reserve,Not Reported,36421
Radda,NGA,Forest Reserve,Not Reported,36293
Rade,NGA,Forest Reserve,Not Reported,36310
Radoho,NGA,Forest Reserve,Not Reported,36299
Radung,NGA,Forest Reserve,Not Reported,36544
Radwan,NGA,Forest Reserve,Not Reported,36515
Rafin Bawa,NGA,Forest Reserve,Not Reported,36546
Rafin Doboyi,NGA,Forest Reserve,Not Reported,36608
Rafin Hill,NGA,Forest Reserve,Not Reported,36188
Rafin Iwa,NGA,Forest Reserve,Not Reported,36373
Raganda,NGA,Forest Reserve,Not Reported,36569
Rahama,NGA,Forest Reserve,Not Reported,36666
Rakuma,NGA,Forest Reserve,Not Reported,36333
Ran,NGA,Forest Reserve,Not Reported,36528
Rapide Grah,CIV,Classified Forest,Not Reported,29638
Rasso,CIV,Classified Forest,Not Reported,29515
Red Volta East,GHA,Forest Reserve,Not Reported,26501
Red Volta West,GHA,Forest Reserve,Not Reported,26544
Reserve de faune de Binder-Lere,TCD,"Ramsar Site, Wetland of International Importance",Not Applicable,902838
Reserve de faune de Togodo,TGO,"Ramsar Site, Wetland of International Importance",Not Applicable,95398
Reserve Naturelle Nationale de Termit et de Tin Toumma,NER,National Nature Reserve,IV,17367
Ribako,NGA,Forest Reserve,Not Reported,36537
Ribuku,NGA,Forest Reserve,Not Reported,36584
Richa,NGA,Forest Reserve,Not Reported,36675
Rigachikun,NGA,Forest Reserve,Not Reported,36563
Rikau,NGA,Forest Reserve,Not Reported,36558
Rinukunu,NGA,Forest Reserve,Not Reported,36242
Rio Cacheu Mangroves,GNB,Natural Park,Not Reported,33046
Rio Grande de Buba,GNB,Protected Area,Not Reported,317051
Rio Kapatchez,GIN,"Ramsar Site, Wetland of International Importance",Not Applicable,67985
Rio Pongo,GIN,"Ramsar Site, Wetland of International Importance",Not Applicable,67986
River Amboi,NGA,Forest Reserve,Not Reported,36902
River Gambia,GMB,National Park,II,2288
River Moshi,NGA,Forest Reserve,Not Reported,36579
River Nwum,NGA,Forest Reserve,Not Reported,36908
Rogogo,NGA,Forest Reserve,Not Reported,36315
Roni East,NGA,Forest Reserve,Not Reported,36305
Roni North,NGA,Forest Reserve,Not Reported,36308
RukubaAmo,NGA,Forest Reserve,Not Reported,36547
Ruma,NGA,Forest Reserve,Not Reported,36330
Rurum,NGA,Forest Reserve,Not Reported,36399
Sa,BFA,Classified Forest,Not Reported,28528
Sab-Sabre,SEN,Not Reported,Not Reported,352628
Sadji,TGO,Forest Reserve,Not Reported,37170
Sahel,BFA,Partial Faunal Reserve,IV,3225
Sainyinan,NGA,Forest Reserve,Not Reported,36337
Sakwa,NGA,Forest Reserve,Not Reported,36287
Sala,GIN,Classified Forest,Not Reported,29398
Salam,MLI,Hunting Area,VI,555556054
Salifo,GNB,Forest Reserve,Not Reported,342672
Samatiguila,CIV,Classified Forest,Not Reported,300750
Sambalankan,GIN,Classified Forest,Not Reported,29395
Sambisa,NGA,Game Reserve,Not Reported,7870
Sambisa,NGA,National Park,Not Reported,36455
Sambisa,NGA,Forest Reserve,Not Reported,300719
Sambrero,NGA,Forest Reserve,Not Reported,37002
Sananferedougou,CIV,Classified Forest,Not Reported,29620
Sandami,NGA,Forest Reserve,Not Reported,36312
Sanga River,NGA,Forest Reserve,Not Reported,36658
Sangiwa,NGA,Forest Reserve,Not Reported,36341
Sangoue,CIV,Classified Forest,Not Reported,29632
Sankan Biriwa Tingi Hills,SLE,No or Non - Hunting Forest Reserve,II,10732
Sapawsu,GHA,Forest Reserve,Not Reported,26450
Sapo,LBR,National Park,Not Reported,7409
Sapoba,NGA,Forest Reserve,Not Reported,33149
Sawsaw,GHA,Forest Reserve,Not Reported,40873
Scio,CIV,Classified Forest,Not Reported,29596
Sebore,NGA,Forest Reserve,Not Reported,36702
Seguela,CIV,Classified Forest,Not Reported,29629
Seguie,CIV,Classified Forest,Not Reported,29530
Sekondi Waterworks Blocks II and III,GHA,Forest Reserve,Not Reported,26458
Selly-Koro,GIN,Classified Forest,Not Reported,29454
Semien Flansobly,CIV,Classified Forest,Not Reported,29527
Senkwehn,LBR,National Park,Not Reported,36026
Sephe,GHA,Forest Reserve,Not Reported,303947
Sere,GIN,Classified Forest,Not Reported,29366
Seri,NGA,Forest Reserve,Not Reported,300841
Serima,GIN,Classified Forest,Not Reported,29399
Shaba,NGA,Forest Reserve,Not Reported,36625
Shai Hills,GHA,Game Production Reserve,VI,5151
Shakwadina,NGA,Forest Reserve,Not Reported,36601
Shamyogti,NGA,Forest Reserve,Not Reported,36873
Shangey Tiev,NGA,Forest Reserve,Not Reported,36887
Share,NGA,Forest Reserve,Not Reported,36775
Shasha,NGA,Forest Reserve,Not Reported,300868
Shebangel Hills,NGA,Forest Reserve,Not Reported,36489
Shegali,NGA,Forest Reserve,Not Reported,36249
Shekato,NGA,Forest Reserve,Not Reported,36273
Sherigia,NGA,Forest Reserve,Not Reported,36681
Sheya,NGA,Forest Reserve,Not Reported,36276
Shimfida,NGA,Forest Reserve,Not Reported,36332
Siankadougou,MLI,Partial Wildlife Reserve,IV,555556062
Sierra-Fore,GIN,Classified Forest,Not Reported,29337
Silue,CIV,Classified Forest,Not Reported,29547
Sincery-Ourssa,GIN,Classified Forest,Not Reported,29426
Sine-Saloum,SEN,Not Reported,Not Reported,352633
Singamba,SLE,Forest Reserve,Not Reported,29985
Singou,BFA,Faunal Reserve,IV,3229
Siniaka-Minia,TCD,Faunal Reserve,IV,5165
Sinsableswani,GHA,Forest Reserve,Not Reported,303949
Siou,TGO,Forest Reserve,Not Reported,37172
Siriabe,TGO,Forest Reserve,Not Reported,37173
Sirka,TGO,Forest Reserve,Not Reported,300767
Sissili Central,GHA,Forest Reserve,Not Reported,26546
Sissili North,GHA,Forest Reserve,Not Reported,26547
Sissili,BFA,Classified Forest,Not Reported,28556
Site Ramsar du Complexe W,BFA,"Ramsar Site, Wetland of International Importance",Not Applicable,67824
Sitenga,BFA,Classified Forest,Not Reported,28541
Six Forage,SEN,Not Reported,Not Reported,352609
Sobi,NGA,Forest Reserve,Not Reported,36780
Sobory,GIN,Classified Forest,Not Reported,29437
Soge,NGA,Forest Reserve,Not Reported,36756
Sogobe,SEN,Not Reported,Not Reported,352607
Songan-Tamin,CIV,Classified Forest,Not Reported,29496
Sonkpa,NGA,Forest Reserve,Not Reported,36891
Sorobouly,BFA,Classified Forest,Not Reported,28529
Sotouboa,TGO,Forest Reserve,Not Reported,37176
Souarela,GIN,Classified Forest,Not Reported,29423
Soukourou,CIV,Classified Forest,Not Reported,300727
Soungounau,CIV,Classified Forest,Not Reported,300842
Source de Mouhoun,BFA,Classified Forest,Not Reported,28566
Sources de Kindia,GIN,Classified Forest,Not Reported,29349
Sources de la Volta Noire,BFA,Classified Forest,Not Reported,313425
Sousan,MLI,Total Wildlife Reserve,IV,3213
South Fomangsu,GHA,Forest Reserve,Not Reported,40870
South Ibie,NGA,Forest Reserve,Not Reported,36866
Southern Scarp,GHA,Forest Reserve,Not Reported,40788
Souti-Yanfu,GIN,Classified Forest,Not Reported,317287
Soyah,GIN,Classified Forest,Not Reported,29376
Stubbs Creek,NGA,Game Reserve,Not Reported,7851
Stubbs Creek,NGA,Forest Reserve,Not Reported,37027
Subin Shelterbelt,GHA,Forest Reserve,Not Reported,40689
Subin,GHA,Forest Reserve,Not Reported,40760
Subri River,GHA,Forest Reserve,Not Reported,303961
Subuma,GHA,Forest Reserve,Not Reported,40818
Sui River,GHA,Forest Reserve,Not Reported,40820
Suitoro,CIV,Classified Forest,Not Reported,29566
Sukusuki,GHA,Forest Reserve,Not Reported,40821
Sumbundo,GNB,Forest Reserve,Not Reported,342660
Sumu,NGA,Forest Reserve,Not Reported,36529
Suntai,NGA,Forest Reserve,Not Reported,36893
Supong,GHA,Forest Reserve,Not Reported,40740
Supuma Shelterbelt,GHA,Forest Reserve,Not Reported,40690
Surami,NGA,Forest Reserve,Not Reported,36168
Swamp,NGA,Forest Reserve,Not Reported,36771
Taabo,CIV,Classified Forest,Not Reported,300914
Tabe,SLE,Forest Reserve,Not Reported,303924
Tadres,NER,Faunal Reserve,Not Reported,342470
Tafsirla,GIN,Classified Forest,Not Reported,29438
Tai National Park,CIV,World Heritage Site,Not Applicable,5003
Tai,CIV,National Park,II,721
Tain Tributaries II,GHA,Forest Reserve,Not Reported,40875
Tain Tributaries,GHA,Forest Reserve,Not Reported,40874
Takum,NGA,Forest Reserve,Not Reported,36898
Tala Hill,NGA,Forest Reserve,Not Reported,36524
Talikourou,MLI,Total Wildlife Reserve,IV,555556060
Tama,SLE,Forest Reserve,Not Reported,8516
Tamou,NER,Faunal Reserve,IV,2331
Tanbi Wetland Complex,GMB,"Ramsar Site, Wetland of International Importance",Not Applicable,903024
Tanbi,GMB,National Park,Not Reported,555547524
Tandama,NGA,Forest Reserve,Not Reported,36388
Tangama,GIN,Classified Forest,Not Reported,29451
Tanja,GHA,Forest Reserve,Not Reported,303946
Tanji-Karenti,GMB,Bird Reserve,Not Applicable,62085
Tankesse,CIV,Classified Forest,Not Reported,300845
Tano Anwia,GHA,Forest Reserve,Not Reported,40842
Tano Ehuro,GHA,Forest Reserve,Not Reported,40822
Tano Nimri or Tano Nimiri,GHA,Forest Reserve,Not Reported,40843
Tano Ofin Extension,GHA,Forest Reserve,Not Reported,303962
Tano Ofin,GHA,Forest Reserve,Not Reported,40764
Tano Suhyien,GHA,Forest Reserve,Not Reported,40823
Tano Suraw Extension,GHA,Forest Reserve,Not Reported,40824
Tano Suraw,GHA,Forest Reserve,Not Reported,40825
Tanoe,CIV,Classified Forest,Not Reported,300946
Tapania,GHA,Forest Reserve,Not Reported,26530
Tara,NGA,Forest Reserve,Not Reported,36180
Tarana,NGA,Forest Reserve,Not Reported,36256
Tatu,NGA,Forest Reserve,Not Reported,36519
Taylor Creek,NGA,Forest Reserve,Not Reported,37001
Taylor Creek,NGA,Game Reserve,Not Reported,39873
Tchaourou,BEN,Classified Forest,Not Reported,33018
Tchatchou Gokana,BEN,Classified Forest,Not Reported,33019
Tchilla-Monota,TGO,Forest Reserve,Not Reported,37179
Tchorogo,TGO,Forest Reserve,Not Reported,37180
Tene,CIV,Classified Forest,Not Reported,29631
Teonle,CIV,Classified Forest,Not Reported,29613
Tere,BFA,Classified Forest,Not Reported,28543
Teshi,NGA,Forest Reserve,Not Reported,36576
Tete,CIV,Classified Forest,Not Reported,300874
Tetetou-Nord,TGO,Forest Reserve,Not Reported,37181
Tetetou-Sud,TGO,Forest Reserve,Not Reported,37182
Tialakoun,GIN,Classified Forest,Not Reported,29450
Tiapleu,CIV,Classified Forest,Not Reported,29572
Tidermene Alata,MLI,Hunting Area,VI,555556053
Tieme,CIV,Classified Forest,Not Reported,29628
Tienny,CIV,Classified Forest,Not Reported,29619
Tin Achara,MLI,Hunting Area,VI,555556052
Tinka,GIN,Classified Forest,Not Reported,29386
Tinrido,CIV,Classified Forest,Not Reported,300748
Tinte Bepo,GHA,Forest Reserve,Not Reported,40765
Tiogo,BFA,Classified Forest,Not Reported,28554
Tisse,BFA,Classified Forest,Not Reported,28530
Tiwai Island Sanctuary,SLE,Game Sanctuary / Non-hunting Forest Reserve,IV,10741
Togo Plateau,GHA,Forest Reserve,Not Reported,26515
Togodo,TGO,Faunal Reserve,IV,2341
Tomine Koumba,GIN,Classified Forest,Not Reported,29407
Tongo,NGA,Forest Reserve,Not Reported,36495
Tonkoli,SLE,Forest Reserve,Not Reported,8515
Tonton,GHA,Forest Reserve,Not Reported,40858
Toroba,BFA,Classified Forest,Not Reported,28531
Tos,CIV,Classified Forest,Not Reported,300876
Totua Shelterbelt,GHA,Forest Reserve,Not Reported,40855
Tougouri,BFA,Classified Forest,Not Reported,28548
Toui-Kilibo,BEN,Classified Forest,Not Reported,33020
Toumousseni,BFA,Classified Forest,Not Reported,313422
Trois Rivieres,BEN,Classified Forest,Not Reported,6952
Tsanni,NGA,Forest Reserve,Not Reported,36290
Tsaunin Kaura,NGA,Forest Reserve,Not Reported,36384
Tudun Iyo,NGA,Forest Reserve,Not Reported,36366
Tudun Mani,NGA,Forest Reserve,Not Reported,36329
Tufa,NGA,Forest Reserve,Not Reported,36634
Tui,BFA,Classified Forest,Not Reported,28544
Tukan,NGA,Forest Reserve,Not Reported,36733
Tukoki,NGA,Forest Reserve,Not Reported,36753
Tukulma,NGA,Forest Reserve,Not Reported,36479
Tumu,GHA,Forest Reserve,Not Reported,26531
Turbustrajiri,NGA,Forest Reserve,Not Reported,36259
Tuwaru,NGA,Forest Reserve,Not Reported,36385
Twesse,BFA,Classified Forest,Not Reported,28558
Tyabo Rokota,NGA,Forest Reserve,Not Reported,36596
Tyemba,CIV,Classified Forest,Not Reported,300798
Ubiaja,NGA,Forest Reserve,Not Reported,36941
Ubibia,NGA,Forest Reserve,Not Reported,37022
Udi-Nsukka,NGA,Game Reserve,Not Reported,7846
Udo,NGA,Forest Reserve,Not Reported,36940
Ugboha,NGA,Forest Reserve,Not Reported,36933
Ugondo,NGA,Forest Reserve,Not Reported,36889
Ujrohi-Ojogba,NGA,Forest Reserve,Not Reported,36937
Ukpam,NGA,Forest Reserve,Not Reported,36870
Ukpe-Sobo,NGA,Forest Reserve,Not Reported,36996
Ukpilla,NGA,Forest Reserve,Not Reported,36864
Ukpom-Bende,NGA,Forest Reserve,Not Reported,37024
Uku Da Sisi,NGA,Forest Reserve,Not Reported,36252
Umon Ndealichi,NGA,Forest Reserve,Not Reported,37017
Umuabi,NGA,Forest Reserve,Not Reported,36967
Umuahia Ibeku,NGA,Forest Reserve,Not Reported,37006
Umude Ugbenu,NGA,Forest Reserve,Not Reported,36956
Umuokpara Umuowa Ogee,NGA,Forest Reserve,Not Reported,37007
Ungua Jiburu,NGA,Forest Reserve,Not Reported,36279
Unguwa Lalle,NGA,Forest Reserve,Not Reported,36179
Unuhu Agbaja,NGA,Forest Reserve,Not Reported,36924
Uppe Bli,GHA,Forest Reserve,Not Reported,303936
Upper Imo River,NGA,Forest Reserve,Not Reported,37005
Upper Ogun,NGA,Forest Reserve,Not Reported,300785
Upper Orashi Forests,NGA,"Ramsar Site, Wetland of International Importance",Not Applicable,903112
Upper Orashi River,NGA,Forest Reserve,Not Reported,37030
Upper Wassaw,GHA,Forest Reserve,Not Reported,40859
Uremure Yokri,NGA,Forest Reserve,Not Reported,36995
Usonigbe,NGA,Forest Reserve,Not Reported,36958
Ute-Ukpu,NGA,Forest Reserve,Not Reported,36959
Utugu and Karama,NGA,Forest Reserve,Not Reported,36738
Uwet Odot,NGA,Forest Reserve,Not Reported,37016
Varela,GNB,National Park,Not Reported,342656
Vavoua,CIV,Classified Forest,Not Reported,300866
Velingara,SEN,Not Reported,Not Reported,352623
Vobera,NGA,Forest Reserve,Not Reported,36577
Volta River,GHA,Forest Reserve,Not Reported,26452
W Benin,BEN,National Park,II,12201
W du Burkina Faso,BFA,National Park,II,1048
W du Niger,NER,National Park,II,818
W National Park of Niger,NER,World Heritage Site,Not Applicable,124385
Wafin,NGA,Forest Reserve,Not Reported,36667
Wagur,NGA,Forest Reserve,Not Reported,36430
Waji,NGA,Forest Reserve,Not Reported,36517
Walama,NGA,Forest Reserve,Not Reported,36509
Wamba,NGA,Forest Reserve,Not Reported,36735
Wamiri,NGA,Forest Reserve,Not Reported,36216
Wannune,NGA,Forest Reserve,Not Reported,36877
Wara Wara Hills,SLE,Forest Reserve,Not Reported,29981
Wara,NGA,Forest Reserve,Not Reported,36795
Warwade,NGA,Forest Reserve,Not Reported,342479
Wasagu Sakaba,NGA,Forest Reserve,Not Reported,36356
Wasaini,NGA,Forest Reserve,Not Reported,36346
Wawa,NGA,Forest Reserve,Not Reported,36494
Wawagi,NGA,Forest Reserve,Not Reported,36618
Wawahi,GHA,Forest Reserve,Not Reported,40741
Wayen,BFA,Classified Forest,Not Reported,28533
Werdawa,NGA,Forest Reserve,Not Reported,36307
West Anka,NGA,Forest Reserve,Not Reported,36357
West Okura,NGA,Forest Reserve,Not Reported,36857
West Tangaza,NGA,Forest Reserve,Not Reported,36164
Western Area Peninsula Forest,SLE,National Park,Not Reported,19249
Western Area,SLE,No or Non - Hunting Forest Reserve,II,5179
Wiaga Kandema,GHA,Forest Reserve,Not Reported,26552
Wiaga,GHA,Forest Reserve,Not Reported,26551
Woabi,NGA,Forest Reserve,Not Reported,36582
Wologizi,LBR,National Park,Not Reported,20177
Wonegisi,LBR,National Park,Not Reported,7414
Wongo,MLI,National Park,II,317193
Worobong Kwahu,GHA,Forest Reserve,Not Reported,40790
Worobong North,GHA,Forest Reserve,Not Reported,40789
Worobong South,GHA,Forest Reserve,Not Reported,40791
Wuda Taye,NGA,Forest Reserve,Not Reported,36238
Wurkam River,NGA,Forest Reserve,Not Reported,36720
Wuro Bamusa,NGA,Forest Reserve,Not Reported,36487
Wuro Biriji,NGA,Forest Reserve,Not Reported,36486
Wuro Mallum,NGA,Forest Reserve,Not Reported,36712
Wushishi,NGA,Forest Reserve,Not Reported,36603
Wuyo Gube,NGA,Forest Reserve,Not Reported,36503
Yabo,BFA,Classified Forest,Not Reported,313440
Yache,NGA,Forest Reserve,Not Reported,36926
Yakombo,GHA,Forest Reserve,Not Reported,26558
Yalo,CIV,Classified Forest,Not Reported,29525
Yamaltu,NGA,Forest Reserve,Not Reported,36504
Yamdugu,NGA,Forest Reserve,Not Reported,36240
Yammama,NGA,Forest Reserve,Not Reported,36383
Yan Tumaki,NGA,Forest Reserve,Not Reported,36328
Yandev,NGA,Forest Reserve,Not Reported,36894
Yangaiya,NGA,Forest Reserve,Not Reported,36187
Yani,CIV,Classified Forest,Not Reported,300789
Yankari,NGA,Game Reserve,IV,1332
Yankari,NGA,Forest Reserve,II,36534
Yarani,CIV,Classified Forest,Not Reported,300795
Yarda Kangiwa,NGA,Forest Reserve,Not Reported,36261
Yardo,GIN,Classified Forest,Not Reported,29455
Yashi,NGA,Forest Reserve,Not Reported,36297
Yasku,NGA,Forest Reserve,Not Reported,36445
Yautare,NGA,Forest Reserve,Not Reported,36472
Yaya,GHA,Forest Reserve,Not Reported,40876
Yede,NGA,Forest Reserve,Not Reported,36213
Yelwa Fuel,NGA,Forest Reserve,Not Reported,36571
Yendere,BFA,Classified Forest,Not Reported,313423
